,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio,location_id
3326,Texas,US,2021-04-01 04:27:05,28.41761668,-97.74215593,3465,68,,,"Bee, Texas, US",10640.257945647169,1.9624819624819625,148
3327,Texas,US,2021-04-01 04:27:05,31.03736027,-97.4785025,21486,394,,,"Bell, Texas, US",5920.2477653723645,1.8337522107418784,148
3328,Texas,US,2021-04-01 04:27:05,29.44928723,-98.52019748,205528,3304,,,"Bexar, Texas, US",10258.17122972478,1.6075668522050524,148
3332,Texas,US,2021-04-01 04:27:05,33.44626922,-94.41834132,6812,202,,,"Bowie, Texas, US",7305.485548822993,2.965355255431591,148
3333,Texas,US,2021-04-01 04:27:05,29.18757369,-95.44563172,35462,447,,,"Brazoria, Texas, US",9475.129854861809,1.2605042016806722,148
3334,Texas,US,2021-04-01 04:27:05,30.663644800000004,-96.30205577,25057,235,,,"Brazos, Texas, US",10931.848820519084,0.9378616753801332,148
3338,Texas,US,2021-04-01 04:27:05,31.77430356,-98.99907113,4217,118,,,"Brown, Texas, US",11137.227973800973,2.7981977709271995,148
3339,Texas,US,2021-04-01 04:27:05,30.49273808,-96.62158484,2312,40,,,"Burleson, Texas, US",12535.92148782736,1.7301038062283738,148
3340,Texas,US,2021-04-01 04:27:05,30.78801353,-98.181887,4470,61,,,"Burnet, Texas, US",9282.525179109129,1.364653243847875,148
3341,Texas,US,2021-04-01 04:27:05,29.83668859,-97.61814775,5372,92,,,"Caldwell, Texas, US",12303.04140710883,1.712583767684289,148
3342,Texas,US,2021-04-01 04:27:05,28.47048236,-96.61633945,2137,22,,,"Calhoun, Texas, US",10037.576326914044,1.0294805802526907,148
3349,Texas,US,2021-04-01 04:27:05,29.70972016,-94.67154501,4595,24,,,"Chambers, Texas, US",10482.012911467482,0.5223068552774756,148
3350,Texas,US,2021-04-01 04:27:05,31.837258,-95.16559897,4096,135,,,"Cherokee, Texas, US",7780.268206511416,3.2958984375,148
3356,Texas,US,2021-04-01 04:27:05,33.18820114,-96.57264368,86459,793,,,"Collin, Texas, US",8355.706319522968,0.9171977469089396,148
3359,Texas,US,2021-04-01 04:27:05,29.80811278,-98.27647225,9670,283,,,"Comal, Texas, US",6190.424367353994,2.9265770423991726,148
3362,Texas,US,2021-04-01 04:27:05,33.63979567,-97.21240912,3612,68,,,"Cooke, Texas, US",8754.87796010374,1.8826135105204875,148
3363,Texas,US,2021-04-01 04:27:05,31.39078397,-97.79936155,6997,83,,,"Coryell, Texas, US",9212.51859751682,1.1862226668572244,148
3370,Texas,US,2021-04-01 04:27:05,32.76670599,-96.7779605,291262,3849,,,"Dallas, Texas, US",11051.42218829254,1.321490616695621,148
3373,Texas,US,2021-04-01 04:27:05,34.96522957,-102.6054267,2684,64,,,"Deaf Smith, Texas, US",14472.123368920522,2.384500745156483,148
3375,Texas,US,2021-04-01 04:27:05,33.20521901,-97.11691153,71881,721,,,"Denton, Texas, US",8101.942387740403,1.0030467021883391,148
3381,Texas,US,2021-04-01 04:27:05,31.86898877,-102.5429428,16633,351,,,"Ector, Texas, US",10006.437135655116,2.1102627307160464,148
3383,Texas,US,2021-04-01 04:27:05,31.76980765,-106.2363275,129495,2541,,,"El Paso, Texas, US",15430.06870518256,1.96223792424418,148
3384,Texas,US,2021-04-01 04:27:05,32.34894117,-96.79371841,22094,306,,,"Ellis, Texas, US",11953.945873416078,1.3849914003801935,148
3385,Texas,US,2021-04-01 04:27:05,32.23602653,-98.21773417,4062,67,,,"Erath, Texas, US",9513.32615110778,1.6494337764647955,148
3386,Texas,US,2021-04-01 04:27:05,31.25350609,-96.93630086,2034,31,,,"Falls, Texas, US",11759.264612360525,1.5240904621435596,148
3387,Texas,US,2021-04-01 04:27:05,33.59564294,-96.10751083,3407,107,,,"Fannin, Texas, US",9593.399785999887,3.1405928969768127,148
3388,Texas,US,2021-04-01 04:27:05,29.87788372,-96.92076062,2504,56,,,"Fayette, Texas, US",9879.270890870352,2.236421725239617,148
3392,Texas,US,2021-04-01 04:27:05,29.52704478,-95.77219463,63354,629,,,"Fort Bend, Texas, US",7805.215797202866,0.9928339173532847,148
3395,Texas,US,2021-04-01 04:27:05,28.86751206,-99.10804207,2740,48,,,"Frio, Texas, US",13493.54870481631,1.7518248175182485,148
3397,Texas,US,2021-04-01 04:27:05,29.40167322,-94.90469073,37059,389,,,"Galveston, Texas, US",10831.562610517947,1.0496775412180577,148
3399,Texas,US,2021-04-01 04:27:05,30.31824095,-98.94676915,2493,48,,,"Gillespie, Texas, US",9237.43886171632,1.9253910950661848,148
3402,Texas,US,2021-04-01 04:27:05,29.45634206,-97.49424032,2679,55,,,"Gonzales, Texas, US",12856.937179056486,2.053004852556924,148
3403,Texas,US,2021-04-01 04:27:05,35.40081878,-100.8129222,2051,54,,,"Gray, Texas, US",9371.287581102077,2.632862018527548,148
3404,Texas,US,2021-04-01 04:27:05,33.62744998,-96.67753461,11064,337,,,"Grayson, Texas, US",8122.632367192318,3.04591467823572,148
3405,Texas,US,2021-04-01 04:27:05,32.47940482,-94.81591935,10872,344,,,"Gregg, Texas, US",8771.632578966477,3.164091243561442,148
3406,Texas,US,2021-04-01 04:27:05,30.54579585,-95.98902499,3536,66,,,"Grimes, Texas, US",12243.76731301939,1.8665158371040724,148
3407,Texas,US,2021-04-01 04:27:05,29.58165339,-97.94786822,13864,204,,,"Guadalupe, Texas, US",8309.409219224799,1.4714368147720716,148
3408,Texas,US,2021-04-01 04:27:05,34.07044901,-101.8268114,6073,153,,,"Hale, Texas, US",18179.36897563312,2.5193479334760416,148
3413,Texas,US,2021-04-01 04:27:05,30.33364686,-94.38931817,5358,107,,,"Hardin, Texas, US",9301.76035554321,1.9970138111235536,148
3414,Texas,US,2021-04-01 04:27:05,29.85864939,-95.39339521,377152,5778,,,"Harris, Texas, US",8001.824614258512,1.5320083149499406,148
3415,Texas,US,2021-04-01 04:27:05,32.54935988,-94.36934071,4666,104,,,"Harrison, Texas, US",7010.95367601761,2.228889841405916,148
3418,Texas,US,2021-04-01 04:27:05,30.05669873,-98.02944344,19040,236,,,"Hays, Texas, US",8271.392017932934,1.2394957983193278,148
3420,Texas,US,2021-04-01 04:27:05,32.21128872,-95.85846587,5694,177,,,"Henderson, Texas, US",6882.047935023024,3.108535300316122,148
3421,Texas,US,2021-04-01 04:27:05,26.39418217,-98.18299696,84969,2766,,,"Hidalgo, Texas, US",9781.08844524103,3.255304875895915,148
3422,Texas,US,2021-04-01 04:27:05,31.99045053,-97.13423143,4398,104,,,"Hill, Texas, US",12000.327430489237,2.3647112323783537,148
3424,Texas,US,2021-04-01 04:27:05,32.42990927,-97.83242024,6399,122,,,"Hood, Texas, US",10380.740716707493,1.9065478981090795,148
3425,Texas,US,2021-04-01 04:27:05,33.14875072,-95.56351139,3019,107,,,"Hopkins, Texas, US",8140.977240858591,3.5442199403776087,148
3427,Texas,US,2021-04-01 04:27:05,32.30621324,-101.4356444,4546,100,,,"Howard, Texas, US",12399.08356971416,2.1997360316761987,148
3429,Texas,US,2021-04-01 04:27:05,33.12351514,-96.08551032,5498,163,,,"Hunt, Texas, US",5576.404243665943,2.9647144416151328,148
3434,Texas,US,2021-04-01 04:27:05,30.74685667,-94.02667579,2363,84,,,"Jasper, Texas, US",6650.904894593149,3.554803216250529,148
3436,Texas,US,2021-04-01 04:27:05,29.8832777,-94.16434171,18879,392,,,"Jefferson, Texas, US",7504.621072088725,2.0763811642565813,148
3438,Texas,US,2021-04-01 04:27:05,27.73103938,-98.0904705,4095,93,,,"Jim Wells, Texas, US",10115.606936416185,2.271062271062271,148
3439,Texas,US,2021-04-01 04:27:05,32.37877812,-97.36615819,19270,359,,,"Johnson, Texas, US",10960.259815603724,1.8629994810586403,148
3440,Texas,US,2021-04-01 04:27:05,32.73997145,-99.87861576,2733,53,,,"Jones, Texas, US",13608.524622815316,1.9392608854738385,148
3442,Texas,US,2021-04-01 04:27:05,32.599141700000004,-96.28734728,15461,242,,,"Kaufman, Texas, US",11355.523892063398,1.5652286398033763,148
3443,Texas,US,2021-04-01 04:27:05,29.94414155,-98.7113588,3120,71,,,"Kendall, Texas, US",6577.9764289177965,2.275641025641025,148
3446,Texas,US,2021-04-01 04:27:05,30.06040006,-99.34930144,4332,84,,,"Kerr, Texas, US",8235.74144486692,1.9390581717451525,148
3450,Texas,US,2021-04-01 04:27:05,27.42435506,-97.69894948,2505,88,,,"Kleberg, Texas, US",8164.928292046936,3.512974051896208,148
3453,Texas,US,2021-04-01 04:27:05,33.66981763,-95.57404777,5750,152,,,"Lamar, Texas, US",11532.521711225656,2.643478260869565,148
3454,Texas,US,2021-04-01 04:27:05,34.06859623,-102.3516289,2033,80,,,"Lamb, Texas, US",15768.246335220663,3.935071323167732,148
3455,Texas,US,2021-04-01 04:27:05,31.19531316,-98.24206613,2098,32,,,"Lampasas, Texas, US",9790.927758073549,1.5252621544327931,148
3456,Texas,US,2021-04-01 04:27:05,29.38508402,-96.93186692,2376,75,,,"Lavaca, Texas, US",11789.222983030664,3.156565656565657,148
3457,Texas,US,2021-04-01 04:27:05,30.31120597,-96.97045773,2113,37,,,"Lee, Texas, US",12257.09147862405,1.7510648367250354,148
3459,Texas,US,2021-04-01 04:27:05,30.15152688,-94.81205615,7408,170,,,"Liberty, Texas, US",8397.284031784537,2.294816414686825,148
3460,Texas,US,2021-04-01 04:27:05,31.5454767,-96.58095444,2686,73,,,"Limestone, Texas, US",11460.511157571362,2.717795979151154,148
3465,Texas,US,2021-04-01 04:27:05,33.61008596,-101.8204789,48566,776,,,"Lubbock, Texas, US",15637.74877724435,1.5978256393361612,148
3471,Texas,US,2021-04-01 04:27:05,28.81955746,-96.01230294,3423,97,,,"Matagorda, Texas, US",9341.484048795131,2.833771545427988,148
3472,Texas,US,2021-04-01 04:27:05,28.7429195,-100.3157686,10349,343,,,"Maverick, Texas, US",17623.71853819693,3.3143298869455986,148
3474,Texas,US,2021-04-01 04:27:05,31.55255453,-97.20217694,26074,461,,,"McLennan, Texas, US",10160.429891319172,1.7680447955818055,148
3476,Texas,US,2021-04-01 04:27:05,29.3557301,-99.11030298,4799,103,,,"Medina, Texas, US",9303.272332506203,2.146280475098979,148
3478,Texas,US,2021-04-01 04:27:05,31.86904128,-102.0315682,16943,262,,,"Midland, Texas, US",9581.41060441549,1.546361329162486,148
3479,Texas,US,2021-04-01 04:27:05,30.78581830000001,-96.97718698,2437,45,,,"Milam, Texas, US",9817.507956330825,1.846532622076324,148
3482,Texas,US,2021-04-01 04:27:05,33.67521893,-97.72500958,2053,70,,,"Montague, Texas, US",10359.269351094965,3.4096444227959086,148
3483,Texas,US,2021-04-01 04:27:05,30.30079133,-95.50572772,49477,516,,,"Montgomery, Texas, US",8145.823695115667,1.042908826323342,148
3484,Texas,US,2021-04-01 04:27:05,35.83769242,-101.8930281,2316,71,,,"Moore, Texas, US",11060.171919770772,3.065630397236615,148
3487,Texas,US,2021-04-01 04:27:05,31.62017125,-94.61803994,4353,164,,,"Nacogdoches, Texas, US",6675.970799337464,3.767516655180336,148
3488,Texas,US,2021-04-01 04:27:05,32.04620681,-96.47428766,5623,136,,,"Navarro, Texas, US",11220.64135054776,2.418637737862351,148
3491,Texas,US,2021-04-01 04:27:05,27.736286,-97.5433285,39679,748,,,"Nueces, Texas, US",10952.154879738557,1.885128153431286,148
3494,Texas,US,2021-04-01 04:27:05,30.11879481,-93.89412775,8193,132,,,"Orange, Texas, US",9824.212192431292,1.6111314536799708,148
3495,Texas,US,2021-04-01 04:27:05,32.75310985,-98.31319001,2835,71,,,"Palo Pinto, Texas, US",9712.56295179691,2.504409171075838,148
3497,Texas,US,2021-04-01 04:27:05,32.77757172,-97.80500621,15250,170,,,"Parker, Texas, US",10673.441677515082,1.1147540983606556,148
3500,Texas,US,2021-04-01 04:27:05,30.79472531,-94.8276624,3070,106,,,"Polk, Texas, US",5978.229120012463,3.452768729641694,148
3501,Texas,US,2021-04-01 04:27:05,35.40133773,-101.893964,17166,432,,,"Potter, Texas, US",14619.937827364476,2.516602586508214,148
3504,Texas,US,2021-04-01 04:27:05,34.96585996,-101.8971322,16435,273,,,"Randall, Texas, US",11934.240049958971,1.6610891390325524,148
3511,Texas,US,2021-04-01 04:27:05,31.02539637,-96.51272246,2057,39,,,"Robertson, Texas, US",12047.557690055057,1.895964997569276,148
3512,Texas,US,2021-04-01 04:27:05,32.89779518,-96.40771592,11068,149,,,"Rockwall, Texas, US",10549.492446266026,1.3462233465847488,148
3514,Texas,US,2021-04-01 04:27:05,32.10773545,-94.76176432,3857,105,,,"Rusk, Texas, US",7089.291622247546,2.722323049001815,148
3518,Texas,US,2021-04-01 04:27:05,28.00880118,-97.51763891,4152,144,,,"San Patricio, Texas, US",6222.0890154353365,3.468208092485549,148
3521,Texas,US,2021-04-01 04:27:05,32.74613808,-100.9162664,2369,62,,,"Scurry, Texas, US",14183.080883673592,2.617138032925285,148
3525,Texas,US,2021-04-01 04:27:05,32.37474036,-95.2717568,19453,444,,,"Smith, Texas, US",8357.85882767421,2.282424304734488,148
3527,Texas,US,2021-04-01 04:27:05,26.56150059,-98.73892358,9276,286,,,"Starr, Texas, US",14351.801711200162,3.083225528244933,148
3533,Texas,US,2021-04-01 04:27:05,32.77143818,-97.29101614,250869,3290,,,"Tarrant, Texas, US",11931.853042665569,1.3114414295907426,148
3534,Texas,US,2021-04-01 04:27:05,32.30163422,-99.89007449,15382,393,,,"Taylor, Texas, US",11143.63127925004,2.5549343388376022,148
3538,Texas,US,2021-04-01 04:27:05,33.21339719,-94.96797273,3658,84,,,"Titus, Texas, US",11169.465648854964,2.2963367960634224,148
3539,Texas,US,2021-04-01 04:27:05,31.40464436,-100.462443,16591,267,,,"Tom Green, Texas, US",13918.624161073823,1.6093062503767102,148
3540,Texas,US,2021-04-01 04:27:05,30.33432034,-97.7853562,79217,952,,,"Travis, Texas, US",6218.199401234268,1.201762248002323,148
3544,Texas,US,2021-04-01 04:27:05,32.73706798,-94.93999853,3198,68,,,"Upshur, Texas, US",7659.329868512442,2.1263289555972484,148
3546,Texas,US,2021-04-01 04:27:05,29.35739637,-99.76229172,3513,70,,,"Uvalde, Texas, US",13137.130249429714,1.9925989183034445,148
3547,Texas,US,2021-04-01 04:27:05,29.89149232,-101.1525205,7776,212,,,"Val Verde, Texas, US",15861.295257521671,2.7263374485596708,148
3548,Texas,US,2021-04-01 04:27:05,32.56483801,-95.83766469,4099,113,,,"Van Zandt, Texas, US",7243.329210107793,2.756769943888753,148
3549,Texas,US,2021-04-01 04:27:05,28.79780988,-96.96813006,8086,194,,,"Victoria, Texas, US",8781.112896920204,2.399208508533268,148
3550,Texas,US,2021-04-01 04:27:05,30.73872995,-95.57440968,8621,123,,,"Walker, Texas, US",11814.282386153403,1.4267486370490663,148
3551,Texas,US,2021-04-01 04:27:05,30.01058447,-95.99011759,3848,45,,,"Waller, Texas, US",6965.210150961156,1.1694386694386694,148
3553,Texas,US,2021-04-01 04:27:05,30.21498498,-96.40946246,3834,86,,,"Washington, Texas, US",10685.023131375065,2.2430881585811164,148
3554,Texas,US,2021-04-01 04:27:05,27.7610369,-99.33237355,43103,764,,,"Webb, Texas, US",15580.223529922068,1.7724984339837135,148
3555,Texas,US,2021-04-01 04:27:05,29.27765923,-96.22319248,3913,111,,,"Wharton, Texas, US",9416.209452305324,2.8366981855353948,148
3557,Texas,US,2021-04-01 04:27:05,33.98842886,-98.7041034,14822,368,,,"Wichita, Texas, US",11209.256598351358,2.4827958440156523,148
3559,Texas,US,2021-04-01 04:27:05,26.47411727,-97.61535848,2547,86,,,"Willacy, Texas, US",11925.273902050754,3.376521397722811,148
3560,Texas,US,2021-04-01 04:27:05,30.64655664,-97.6004854,43184,449,,,"Williamson, Texas, US",7312.492909164492,1.039736939607262,148
3561,Texas,US,2021-04-01 04:27:05,29.1732598,-98.08693082,4284,66,,,"Wilson, Texas, US",8388.486391227727,1.5406162464985995,148
3563,Texas,US,2021-04-01 04:27:05,33.21570665,-97.65460265,7145,115,,,"Wise, Texas, US",10209.476451760402,1.609517144856543,148
3564,Texas,US,2021-04-01 04:27:05,32.78722382,-95.38236368,3336,123,,,"Wood, Texas, US",7325.589055534816,3.6870503597122304,148
3566,Texas,US,2021-04-01 04:27:05,33.17659707,-98.68790885,2128,44,,,"Young, Texas, US",11815.657967795669,2.0676691729323307,148
3569,Utah,US,2021-04-01 04:27:05,41.52106798,-113.0832816,20788,94,,,"Bear River, Utah, US",11127.407423267565,0.4521839522801616,148
3570,Utah,US,2021-04-01 04:27:05,39.37231946,-111.5758676,8699,60,,,"Central Utah, Utah, US",10614.49105595822,0.6897344522358891,148
3571,Utah,US,2021-04-01 04:27:05,40.99001837,-112.1139997,36194,158,,,"Davis, Utah, US",10181.697474689225,0.4365364425042825,148
3572,Utah,US,2021-04-01 04:27:05,40.66616532,-111.9216011,143774,823,,,"Salt Lake, Utah, US",12389.64286729913,0.5724261688483314,148
3574,Utah,US,2021-04-01 04:27:05,38.99617072,-110.7013958,3240,24,,,"Southeast Utah, Utah, US",8053.891471326655,0.7407407407407407,148
3575,Utah,US,2021-04-01 04:27:05,37.85447192,-111.4418764,27867,258,,,"Southwest Utah, Utah, US",11056.490584902516,0.9258262460975348,148
3576,Utah,US,2021-04-01 04:27:05,40.86688146,-110.9535882,5319,11,,,"Summit, Utah, US",12620.714200972832,0.2068057905621357,148
3577,Utah,US,2021-04-01 04:27:05,40.44862644,-113.1295715,6904,40,,,"Tooele, Utah, US",9554.519160243017,0.5793742757821553,148
3578,Utah,US,2021-04-01 04:27:05,40.12491499,-109.5174415,3828,33,,,"TriCounty, Utah, US",6760.623079368444,0.8620689655172413,148
3580,Utah,US,2021-04-01 04:27:05,40.1166722,-111.6657662,92952,365,,,"Utah, Utah, US",14609.696102855078,0.3926757896548756,148
3581,Utah,US,2021-04-01 04:27:05,40.33110236,-111.1691419,4477,21,,,"Wasatch, Utah, US",13132.498313337832,0.4690641054277418,148
3582,Utah,US,2021-04-01 04:27:05,41.27116049,-111.9145117,28873,198,,,"Weber-Morgan, Utah, US",10601.938040001907,0.6857617843660166,148
3586,Vermont,US,2021-04-01 04:27:05,44.46322849,-73.08359212,6136,97,,,"Chittenden, Vermont, US",3746.6264486426417,1.5808344198174706,148
3598,Virgin Islands,US,2021-04-01 04:27:05,18.3358,-64.8963,2907,26,,,"Virgin Islands, US",2710.0346794943507,0.8943928448572411,148
3599,Virginia,US,2021-04-01 04:27:05,37.76707161,-75.63234615,2709,39,,,"Accomack, Virginia, US",8382.84441143706,1.4396456256921373,148
3600,Virginia,US,2021-04-01 04:27:05,38.02080697,-78.55481085,5275,77,,,"Albemarle, Virginia, US",4824.842220799415,1.4597156398104263,148
3601,Virginia,US,2021-04-01 04:27:05,38.814003,-77.08183073,10940,128,,,"Alexandria, Virginia, US",6862.031763554708,1.170018281535649,148
3604,Virginia,US,2021-04-01 04:27:05,37.60308293,-79.14548696,2788,33,,,"Amherst, Virginia, US",8821.38902072457,1.1836441893830705,148
3606,Virginia,US,2021-04-01 04:27:05,38.8767675,-77.10139853,14227,246,,,"Arlington, Virginia, US",6006.958225314766,1.7291066282420748,148
3607,Virginia,US,2021-04-01 04:27:05,38.16404586,-79.12461614,5398,68,,,"Augusta, Virginia, US",7144.180629450224,1.2597258243793998,148
3609,Virginia,US,2021-04-01 04:27:05,37.3080028,-79.5281964,6082,98,,,"Bedford, Virginia, US",7699.026545311847,1.6113120683985531,148
3611,Virginia,US,2021-04-01 04:27:05,37.55531756,-79.80982182,2411,34,,,"Botetourt, Virginia, US",7214.458840779197,1.4102032351721276,148
3615,Virginia,US,2021-04-01 04:27:05,37.57242268,-78.52518834,2070,28,,,"Buckingham, Virginia, US",12071.378586424073,1.352657004830918,148
3617,Virginia,US,2021-04-01 04:27:05,37.20553386,-79.09678609,4207,81,,,"Campbell, Virginia, US",7665.117973945523,1.9253624910862848,148
3618,Virginia,US,2021-04-01 04:27:05,38.02679129,-77.34901405,2010,32,,,"Caroline, Virginia, US",6541.903986981286,1.592039800995025,148
3619,Virginia,US,2021-04-01 04:27:05,36.73066666,-80.73455942,2270,65,,,"Carroll, Virginia, US",7619.750931489376,2.8634361233480177,148
3622,Virginia,US,2021-04-01 04:27:05,38.03527919,-78.48569588,3834,53,,,"Charlottesville, Virginia, US",8111.538949773621,1.3823682837767344,148
3623,Virginia,US,2021-04-01 04:27:05,36.67670048,-76.30545744,19503,272,,,"Chesapeake, Virginia, US",7965.772867441338,1.394657232220684,148
3624,Virginia,US,2021-04-01 04:27:05,37.37373208,-77.58680140000001,25404,396,,,"Chesterfield, Virginia, US",7200.639452157301,1.5588096362777517,148
3629,Virginia,US,2021-04-01 04:27:05,38.48199985,-77.95630870000002,4290,56,,,"Culpeper, Virginia, US",8155.118334759053,1.3053613053613051,148
3631,Virginia,US,2021-04-01 04:27:05,36.58022376,-79.40395668,4179,123,,,"Danville, Virginia, US",10436.020377584657,2.943287867910984,148
3636,Virginia,US,2021-04-01 04:27:05,38.83677558,-77.27565836,71411,1040,,,"Fairfax, Virginia, US",6223.007288685632,1.4563582641329766,148
3639,Virginia,US,2021-04-01 04:27:05,38.73564842,-77.80647472,4273,62,,,"Fauquier, Virginia, US",5999.550700626211,1.4509712146033231,148
3642,Virginia,US,2021-04-01 04:27:05,36.99536167,-79.88023649,3843,72,,,"Franklin, Virginia, US",6857.356982263303,1.873536299765808,148
3644,Virginia,US,2021-04-01 04:27:05,39.20172582,-78.25974949,7233,94,,,"Frederick, Virginia, US",8098.485102952538,1.29959905986451,148
3648,Virginia,US,2021-04-01 04:27:05,37.40809042,-76.53524337,2056,45,,,"Gloucester, Virginia, US",5504.98018635536,2.188715953307393,148
3653,Virginia,US,2021-04-01 04:27:05,36.76654925,-78.93512622,2672,73,,,"Halifax, Virginia, US",7879.449146294713,2.7320359281437128,148
3654,Virginia,US,2021-04-01 04:27:05,37.03513786,-76.35879121,9523,157,,,"Hampton, Virginia, US",7079.771020741952,1.648640134411425,148
3655,Virginia,US,2021-04-01 04:27:05,37.7583355,-77.49464673,7332,146,,,"Hanover, Virginia, US",6803.630087411614,1.9912711402073104,148
3656,Virginia,US,2021-04-01 04:27:05,38.43542574,-78.87536254,6166,95,,,"Harrisonburg, Virginia, US",11630.45118454806,1.5407071034706454,148
3657,Virginia,US,2021-04-01 04:27:05,37.53460572,-77.39326555,23156,571,,,"Henrico, Virginia, US",6999.619125924224,2.4658835722922783,148
3658,Virginia,US,2021-04-01 04:27:05,36.68542395,-79.87634026,4387,120,,,"Henry, Virginia, US",8677.33449373974,2.735354456348302,148
3660,Virginia,US,2021-04-01 04:27:05,37.29186313,-77.29754684,2348,64,,,"Hopewell, Virginia, US",10422.122597540949,2.72572402044293,148
3661,Virginia,US,2021-04-01 04:27:05,36.90579348,-76.70842863,2919,61,,,"Isle of Wight, Virginia, US",7866.016330270285,2.0897567660157588,148
3662,Virginia,US,2021-04-01 04:27:05,37.31156958,-76.76950618,4254,69,,,"James City, Virginia, US",5559.112946434406,1.622002820874471,148
3667,Virginia,US,2021-04-01 04:27:05,36.70586667,-83.12606515,2363,45,,,"Lee, Virginia, US",10088.374674465267,1.9043588658484976,148
3669,Virginia,US,2021-04-01 04:27:05,39.08990083,-77.63481877,25251,269,,,"Loudoun, Virginia, US",6106.089404117639,1.0653043443824006,148
3672,Virginia,US,2021-04-01 04:27:05,37.40021399,-79.19888138,7196,140,,,"Lynchburg, Virginia, US",8757.667218381852,1.9455252918287933,148
3674,Virginia,US,2021-04-01 04:27:05,38.7464321,-77.48509905,4159,45,,,"Manassas, Virginia, US",10122.915906048436,1.0819908631882664,148
3678,Virginia,US,2021-04-01 04:27:05,36.67882005,-78.36131056,2150,62,,,"Mecklenburg, Virginia, US",7029.130022558604,2.883720930232558,148
3680,Virginia,US,2021-04-01 04:27:05,37.17746986,-80.37868691,8780,86,,,"Montgomery, Virginia, US",8910.539402242857,0.979498861047836,148
3683,Virginia,US,2021-04-01 04:27:05,37.08166899,-76.51754109,12687,208,,,"Newport News, Virginia, US",7078.811549727996,1.6394734767872623,148
3684,Virginia,US,2021-04-01 04:27:05,36.89934014,-76.26420872,16133,235,,,"Norfolk, Virginia, US",6646.15105750138,1.4566416661501271,148
3689,Virginia,US,2021-04-01 04:27:05,38.24530219,-78.01560400000002,2005,35,,,"Orange, Virginia, US",5411.459879625381,1.745635910224439,148
3692,Virginia,US,2021-04-01 04:27:05,37.20530399,-77.39368102,3509,77,,,"Petersburg, Virginia, US",11194.41077011421,2.19435736677116,148
3693,Virginia,US,2021-04-01 04:27:05,36.81980341,-79.39731264,5304,75,,,"Pittsylvania, Virginia, US",8788.149915498558,1.414027149321267,148
3695,Virginia,US,2021-04-01 04:27:05,36.85914825,-76.35971629,8338,171,,,"Portsmouth, Virginia, US",8832.814254539291,2.050851523147037,148
3697,Virginia,US,2021-04-01 04:27:05,37.22554789,-78.43597949,2006,32,,,"Prince Edward, Virginia, US",8797.473905797737,1.5952143569292123,148
3698,Virginia,US,2021-04-01 04:27:05,37.18497668,-77.22922187,3238,24,,,"Prince George, Virginia, US",8442.62508799833,0.7411982705373688,148
3699,Virginia,US,2021-04-01 04:27:05,38.70916224,-77.48713689,41934,468,,,"Prince William, Virginia, US",8915.772800238128,1.11603949062813,148
3700,Virginia,US,2021-04-01 04:27:05,37.06474963,-80.71229738,2456,60,,,"Pulaski, Virginia, US",7217.797631292797,2.44299674267101,148
3701,Virginia,US,2021-04-01 04:27:05,37.12222899,-80.56027320000003,2010,18,,,"Radford, Virginia, US",11014.30215354266,0.8955223880597015,148
3704,Virginia,US,2021-04-01 04:27:05,37.53255773,-77.47966921,15773,243,,,"Richmond City, Virginia, US",6844.850630977799,1.5406073670195903,148
3705,Virginia,US,2021-04-01 04:27:05,37.26865804,-80.06396753,7776,125,,,"Roanoke, Virginia, US",8256.00407703905,1.6075102880658436,148
3706,Virginia,US,2021-04-01 04:27:05,37.27791025,-79.96189766,7985,179,,,"Roanoke City, Virginia, US",8054.022976912137,2.2417031934877896,148
3708,Virginia,US,2021-04-01 04:27:05,38.51006137,-78.87260325,6347,103,,,"Rockingham, Virginia, US",7745.155464440865,1.6228139278399245,148
3709,Virginia,US,2021-04-01 04:27:05,36.93028320000001,-82.10095486,2158,35,,,"Russell, Virginia, US",8117.05408861807,1.6218721037998147,148
3712,Virginia,US,2021-04-01 04:27:05,38.85905135,-78.56813762,3889,127,,,"Shenandoah, Virginia, US",8916.45267791636,3.2656209822576496,148
3713,Virginia,US,2021-04-01 04:27:05,36.84455636,-81.53344948,2628,89,,,"Smyth, Virginia, US",8729.736912038268,3.3866057838660577,148
3715,Virginia,US,2021-04-01 04:27:05,38.18574462,-77.655399,8845,108,,,"Spotsylvania, Virginia, US",6493.411151488456,1.2210288298473717,148
3716,Virginia,US,2021-04-01 04:27:05,38.41758738,-77.45917053,10150,69,,,"Stafford, Virginia, US",6639.107285357334,0.6798029556650246,148
3717,Virginia,US,2021-04-01 04:27:05,38.15965544,-79.05979937,2527,67,,,"Staunton, Virginia, US",10135.568746991818,2.6513652552433715,148
3718,Virginia,US,2021-04-01 04:27:05,36.70155394,-76.63603554,7391,176,,,"Suffolk, Virginia, US",8024.275850089026,2.3812745230685968,148
3721,Virginia,US,2021-04-01 04:27:05,37.12191123,-81.56685568,3386,64,,,"Tazewell, Virginia, US",8340.928685798744,1.890135853514472,148
3723,Virginia,US,2021-04-01 04:27:05,36.73285734,-76.04566934,33166,362,,,"Virginia Beach, Virginia, US",7370.648081889176,1.0914792257130796,148
